11542;47.411423;9.626357
11543;47.950386;0.215623
11540;48.815684;2.306367
11547;47.659288;6.814055
11544;47.374244;9.556448
11545;47.445145;9.535006
11548;44.256734;1.137197
11549;52.509848;13.375446
02109;51.511867;-0.122764
02100;43.650729;-79.387335
02107;37.769993;-122.466289
02105;51.598967;-0.065885
22260;38.892899;-120.000164
22268;37.757894;-122.439826
00852;37.389211;-121.97905
00853;37.769333;-122.430833
00850;47.664752;-122.397748
00851;36.586259;-4.54173
00856;35.785042;-5.804761
00854;49.309837;-123.082108
00855;41.87735;-87.657326
00858;37.791489;-122.434553
14547;49.428535;1.095656
14546;43.317348;11.328653
19973;6.26725;-75.5692
19972;18.345676;-64.865818
19971;18.345676;-64.865818
19970;18.345676;-64.865818
19977;21.292403;-157.828645
19976;25.800721;-80.190968
19975;19.299762;-155.089455
19974;6.26725;-75.5692
19979;21.337605;-157.859051
19978;21.367207;-157.793079
17862;49.284017;-123.10642
01455;46.928081;-124.173059
01454;37.794563;-122.401911
01457;42.96407;-85.668355
01456;51.529475;-0.217548
12019;50.840314;4.451715
01450;47.636398;-122.326106
01453;38.647277;-27.225419
01452;47.603942;-122.339136
12015;53.55478;9.968773
12014;40.749093;14.48499
12017;42.602611;0.125277
12016;41.391664;2.204529
01459;41.481817;-82.679554
01458;37.708074;-122.484941
21619;38.802827;-77.121187
21618;38.802827;-77.121187
21615;38.802827;-77.121187
21614;37.3003;-7.5629
21617;38.802827;-77.121187
21616;38.802827;-77.121187
21611;37.2944;-7.5484
21610;37.0389;-7.9806
21613;37.246813;-121.863819
21612;37.246813;-121.863819
22224;37.454015;-122.181283
22416;38.891145;-77.043009
01024;42.641496;-73.964032
22875;40.727889;-73.854131
01026;37.794766;-122.401573
01027;41.887071;-87.628819
01020;3.442655;-76.542059
01021;28.294839;-16.564625
01022;47.420672;-122.243596
01023;37.731787;-122.462341
01028;41.553212;-8.407716
01029;47.700501;-122.343953
03025;50.818428;-0.136395
03022;45.868385;-123.956637
03023;45.538872;-122.884955
03020;45.538872;-122.884955
03021;45.538872;-122.884955
14628;35.304233;128.742041
14629;35.30858;128.734713
21732;37.792861;-122.455404
21733;37.733478;-122.503191
13058;26.31065;34.8419
13059;26.31065;34.8419
13052;26.30075;34.859983
13053;26.30075;34.859983
13050;26.31065;34.8419
13051;26.31065;34.8419
13056;27.139908;33.953526
13057;26.31065;34.8419
13054;26.30075;34.859983
13055;26.30075;34.859983
17995;53.71179;-2.100094
21730;37.806905;-122.419556
04175;40.755465;-73.848692
04177;40.755465;-73.848692
04176;40.755465;-73.848692
04171;49.280166;-123.120265
17829;49.312533;-123.142517
04172;40.022224;-83.017973
17827;49.280089;-123.12027
17826;49.282302;-123.134652
17825;49.25512;-123.07297
17824;49.25511;-123.07272
04179;44.878353;-72.602044
04178;44.727261;-72.497556
17821;49.287591;-123.137705
17820;49.287591;-123.137705
20258;34.087137;-117.889469
20259;30.266845;-97.749388
20252;33.402041;-116.097346
20253;33.642996;-116.241776
20251;34.181254;-118.396732
20256;31.789387;-106.456907
20257;34.696371;-118.136006
20254;33.642996;-116.241776
20255;33.789871;-117.857933
03773;21.296336;-158.105224
03776;37.768492;-122.47006
03777;40.812166;-81.9515
03774;18.344591;-65.568981
03775;32.165659;-81.115128
03778;40.812166;-81.9515
03779;33.432067;-111.942184
02829;49.4295;-54.3635
02828;30.308;-91.763
02825;30.308;-91.763
02824;30.308;-91.763
02827;30.308;-91.763
02826;30.308;-91.763
02821;29.9537;-90.0632
02820;51.539655;-0.142918
02823;30.308;-91.763
02822;39.045838;-76.932458
19851;22.87227;-109.931623
22009;38.855161;-77.0495
00089;-22.8318;-47.0761
00088;-23.042995;-43.507447
21737;37.710482;-122.212747
00085;-34.91389;-57.989208
00084;-32.959093;-60.623738
00086;-34.91389;-57.989208
00081;-54.8518;-68.4669
00080;-50.327;-72.2661
00083;-13.514963;-71.974659
21734;38.348433;-81.661978
12833;43.603833;3.920833
01851;33.431262;-111.714617
12831;40.547143;14.243227
12830;42.716943;12.113027
12837;49.437952;1.133796
12836;48.13624;11.587454
12835;48.149116;11.559526
12834;43.603833;3.920833
12839;26.655533;34.040983
12838;57.640399;18.295068
01853;40.771685;-73.908596
03196;40.715801;-73.837223
03197;47.595192;-122.331658
03194;39.363016;-9.157147
03195;27.447276;-82.305793
03192;33.764053;-84.350964
03193;51.740705;-0.752885
03190;37.771044;-122.412667
03191;33.37132;-116.42383
01855;30.523059;-97.565363
03198;47.595192;-122.331658
03199;40.701429;-74.015198
01857;41.826575;-71.409791
03669;53.449337;-2.220944
21736;37.943544;-122.54627
21864;38.772887;-120.29292
01594;9.0776;-79.6491
01595;36.61867;-121.901475
01596;35.377944;-120.864992
01597;42.96407;-85.668355
01591;33.985386;-118.477077
01593;29.702667;-95.568209
01598;47.621206;-122.348899
01599;51.451753;-0.101108
01848;55.874221;-4.287167
01849;41.854642;-87.654622
01842;37.426884;-122.080754
01843;37.426884;-122.080754
01840;43.637131;-79.393064
01841;40.789915;-73.955116
01846;35.247736;-120.865012
01847;51.513032;-0.082494
01844;43.465398;-80.52618
01845;42.064555;-70.191371
13618;12.967496;77.672266
13619;12.967496;77.672266
13614;51.97888;4.368427
13615;51.97888;4.368427
13616;31.243021;121.486397
13617;52.244245;5.166621
13610;51.209847;3.224535
13611;51.209847;3.224535
13612;13.037327;80.272593
13613;13.037327;80.272593
11289;-36.849161;174.765223
11288;-6.866966;107.61847
19706;-33.927744;18.440959
19707;-33.907002;151.145383
19700;-27.477748;153.027563
19701;-36.854638;174.753491
19702;-21.080946;55.230009
19703;-33.86942;151.202039
11281;-33.935473;18.389128
11280;-20.5364;47.2447
11283;-34.9155;138.579
11282;-33.89889;151.174246
19708;-33.907002;151.145383
19709;-21.2539;47.4235
11287;-36.83921;174.765717
11286;-36.83921;174.765717
17621;-34.623872;-58.371665
14727;37.551173;126.988445
17623;-43.284;-65.365
17622;-34.623872;-58.371665
17625;-25.691115;-54.437974
21473;36.325854;-119.340249
17627;-25.695596;-54.437556
17626;-25.691115;-54.437974
17629;-25.695596;-54.437556
17628;-25.695596;-54.437556
13530;59.316763;18.063347
13532;39.165276;8.525385
13538;41.004819;28.952874
14539;49.32266;9.360705
11757;1.309488;103.841781
11753;48.216645;16.39917
11751;48.858404;2.294157
11750;54.10665;10.810938
11758;31.236944;121.471184
20731;33.76265;-118.195831
20730;33.76265;-118.195831
20733;33.76265;-118.195831
